fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,July,31,UTTAR PRADESH,3161,VARANASI,558200,256.41838205401,19,89,29.87821,1946,8,12110,518021,188236,44334,3759,820,0,1358.1792769,26558,31459,77361,120893,4,161521,228730,14056,1328.3010669,276485,23,54.51,62.82,100.48,NA
2025-2026,July,31,UTTAR PRADESH,3166,HATHRAS,270114,245.17046190596,19,43,22.6937712,569,18,7499,401467,130659,21751,368,51,0,1006.9722695,20116,22908,47753,65399,1,81698,106050,8068,984.2784983,96758,5,59.19,80.8,100,NA
2025-2026,July,31,UTTAR PRADESH,3168,KANNAUJ,706732,252.490771652978,21,115,50.6250858,1219,14,13160,640547,178531,38124,266,19,0,1667.9471489,29442,32264,89341,114872,3,140816,175714,14379,1617.3220631,215772,22,69.05,86.8,100.2,NA
2025-2026,July,31,UTTAR PRADESH,3115,MEERUT,158534,248.253702429677,26,37,12.5460082,1753,44,4203,234311,113267,11942,2050,138,4.50547,598.7372109,8681,9377,22389,26778,4,47890,56464,5956,581.6857327,88753,14,32.47,74.84,100.13,NA
2025-2026,July,31,UTTAR PRADESH,3128,KHERI,2432200,253.516675763407,24,306,223.7676926,8343,3,34564,2245493,878712,137457,22920,6521,343.76455,6260.2314507,92531,108055,248686,368560,153,496876,692771,42907,5692.6992081,633859,26,38.58,91.51,100.03,NA
2025-2026,July,31,UTTAR PRADESH,3130,HARDOI,2162423,253.604217179728,26,381,96.728587,7482,28,34868,2619471,869971,106863,2291,450,333.61883,7073.43634079999,98927,108467,236079,319134,108,460227,601838,42350,6643.08892379999,961288,19,44.99,79.53,100.2,NA
2025-2026,July,31,UTTAR PRADESH,3134,FARRUKHABAD,484896,249.831977711376,24,44,20.12551,909,6,11041,519727,116052,22457,20,8,141.77804,1460.3477928,21085,22783,69263,91223,3,113502,142584,11950,1298.4442428,135605,15,65.74,95.01,100,NA
2025-2026,July,31,UTTAR PRADESH,3135,ETAWAH,384723,258.761808382944,18,64,49.213,846,21,10836,371564,124818,36036,332,134,101.94645,1112.6251757,20162,21417,77685,98108,8,138792,167535,11682,961.4657257,112701,28,63.95,66.87,100.51,NA
2025-2026,July,31,UTTAR PRADESH,3142,BANDA,876004,251.088504943727,26,236,35.7863444,3021,5,17820,686021,162339,46800,202,44,159.93581,1918.2420269,25471,33064,121837,196136,40,230281,357303,20841,1722.5198725,316352,55,52.45,76.64,100.1,NA
2025-2026,July,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,3459734,251.46765589054,33,182,63.74924,3426,16,25629,4942747,1178942,82253,312,17,100.47951,12593.6387675,148870,163958,257099,349077,75,382945,510342,29055,12429.4100175,2905667,13,70.05,88.44,100,NA
2025-2026,July,31,UTTAR PRADESH,3153,BASTI,3704788,253.497368857268,29,251,74.6465518,5383,18,29385,4088999,1129224,96838,667,50,146.32823,10586.4796594,137414,152093,285909,361291,107,410950,512783,34768,10365.5048776,2163543,15,51.94,91.64,100.05,NA
2025-2026,July,31,UTTAR PRADESH,3157,AZAMGARH,3846066,254.99776287461,27,99,181.3718192,5027,47,31259,2846300,1059248,144478,5789,827,687.6888,8127.06194390001,105129,113708,272727,375638,98,463790,647651,36286,7258.00132470001,1354204,22,71.11,87.92,100.01,NA
2025-2026,July,31,UTTAR PRADESH,3159,BALLIA,892094,245.314826267138,28,152,61.346694,6336,53,21418,1749928,396392,45757,60877,7380,148.48978,4502.669307,60928,68392,157507,202633,26,318911,398240,27754,4292.832833,799397,23,73.83,91.18,100.03,NA
2025-2026,July,31,UTTAR PRADESH,3169,AURAIYA,731367,251.542046909143,30,99,47.071076,1781,31,13067,1493696,529420,45215,5970,374,123.03559,3927.38015899999,49403,53374,88166,111362,45,142178,174290,14848,3757.27349299999,516414,18,50.63,66.58,100,NA
2025-2026,July,31,UTTAR PRADESH,3171,CHANDAULI,2212853,250.613711134952,38,203,102.5681391,2146,38,20813,3593235,867712,62675,17034,1137,120.55648,9228.26420239998,93878,119376,145940,217046,481,207575,298668,22959,9005.13958329998,1479734,19,55.21,64.34,101.75,NA
2025-2026,July,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,458885,249.862054295054,23,47,32.23877,535,5,9649,509586,191692,35792,1171,296,179.83635,1485.337168,21781,25016,65430,90254,23,123223,162817,10184,1273.262048,277390,33,59.12,84.44,100.09,NA
2025-2026,July,31,UTTAR PRADESH,3176,SHRAVASTI,878297,252.012049839216,34,145,77.09849,2243,8,10023,1273134,337304,30211,10116,1048,83.75516,3369.30474060001,37164,43635,75228,108311,124,124766,170425,12266,3208.45109060001,570170,25,53.26,91.66,100.07,NA
2025-2026,July,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,1208053,249.958101093516,27,113,21.00776,2583,51,24034,1564769,612762,77862,3026,449,244.16904,4176.4436789,57405,62745,151327,203023,56,273117,350391,26617,3911.2668789,786945,24,48.84,92.71,100.04,NA
2025-2026,July,31,UTTAR PRADESH,3109,BIJNOR,1154827,247.710948711805,16,209,56.60613,2475,11,22132,1494184,574179,114372,7491,1083,124.01164,3881.8751319,88684,104424,182700,266816,24,269523,374882,24607,3701.2573619,514574,12,61.81,86.88,100.15,NA
2025-2026,July,31,UTTAR PRADESH,3110,MORADABAD,709224,263.965233710158,22,177,13.906,2034,37,15718,1050532,196205,30971,525,113,177.98856,2964.933809,45727,52849,107743,148034,2,193294,267472,17752,2773.039249,299893,17,60.86,79.43,100.4,NA
2025-2026,July,31,UTTAR PRADESH,3117,BULANDSHAHR,140915,233.605067033035,22,46,15.71288,394,78,11044,288962,59969,9664,151,41,16.76911,707.5118638,13075,13786,37195,46447,13,90220,110255,11438,675.0298738,108632,7,71.96,81.49,100.28,NA
2025-2026,July,31,UTTAR PRADESH,3121,FIROZABAD,1226464,246.984681794912,29,200,10.4925,2997,20,15639,1814663,475076,34768,2661,214,39.03472,4531.46685620001,61021,63165,107921,135339,14,160771,200965,18636,4481.93963620001,746095,18,70.49,80.03,100.02,NA
2025-2026,July,31,UTTAR PRADESH,3124,BUDAUN,1228992,250.62365317339,23,285,39.00882,1978,64,20770,1098226,193618,35290,965,163,108.99066,2900.4136013,46335,49532,135983,176430,24,238484,302772,22748,2752.4141213,243433,18,68.73,75.84,100.08,NA
2025-2026,July,31,UTTAR PRADESH,3127,SHAHJAHANPUR,1004169,247.95186697544,21,632,25.2486586,3595,13,19529,1274291,366883,67388,610,85,98.68908,3283.5660638,57991,65221,161854,227830,38,345182,450557,23124,3159.6283252,266584,20,73.64,77.61,100.04,NA
2025-2026,July,31,UTTAR PRADESH,3140,LALITPUR,1593196,248.717370746418,29,146,18.0672698,2783,1,18080,1762485,400483,55317,88229,15222,113.50788,4515.18150160001,59839,81764,127642,216954,252,189174,308884,20863,4383.60635180001,778901,41,42.47,85.16,100.15,NA
2025-2026,July,31,UTTAR PRADESH,3146,BAHRAICH,3613648,246.901447735975,36,404,104.667,5582,18,39418,5038992,997067,70882,36110,2403,150.25209,12696.2632892999,138074,155131,281353,349837,545,434113,528358,45000,12441.3441992999,2329180,51,47.46,83.81,100.28,NA
2025-2026,July,31,UTTAR PRADESH,3148,BARABANKI,1989751,255.795042064391,31,286,593.4455681,4506,9,26815,2622527,1141557,123372,1969,129,172.21077,7473.9503809,82743,94329,206495,281454,237,380241,497018,31321,6708.2940428,894323,19,52.67,88.57,100.49,NA
2025-2026,July,31,UTTAR PRADESH,3177,CHITRAKOOT,503130,245.427813826755,27,133,42.69537,2273,9,12579,608863,230881,58381,354,29,78.23509,1615.24961009999,21933,28155,80565,133571,56,143454,229914,14852,1494.31915009999,308830,56,68.59,84.53,100.18,NA
2025-2026,July,31,UTTAR PRADESH,3183,SHAMLI,75196,243.418190142493,26,57,4.55913,561,25,4747,140989,19611,3448,195,54,1.02503,348.7770321,5349,6261,16517,21439,1,48210,58387,5308,343.1928721,48504,11,59.65,82.55,100.03,NA
2025-2026,July,31,UTTAR PRADESH,3184,SAMBHAL,361724,242.798415942034,19,63,22.4527,1241,34,17802,611114,164339,35340,256,56,109.81714,1616.0449516,32140,35672,91270,117726,3,150196,188955,19043,1483.7751116,171160,11,66.02,77.32,100.37,NA
2025-2026,July,31,UTTAR PRADESH,3118,ALIGARH,894083,241.892917086141,20,171,61.0548181,1211,5,19324,954569,221558,38245,1234,205,110.10668,2480.1962978,46050,51299,119389,155317,18,198510,251619,20535,2309.0347997,305337,20,66.78,76.66,100.09,NA
2025-2026,July,31,UTTAR PRADESH,3123,MAINPURI,1289911,248.660613413328,33,123,45.85052845,4314,5,15602,2139797,536086,43483,4432,322,151.08976,5517.77263444999,64350,72277,124127,163443,154,201561,257225,19916,5320.83234599999,766240,22,73.49,87.72,100.72,NA
2025-2026,July,31,UTTAR PRADESH,3128,KHERI,2432200,253.193390315582,25,315,223.7676926,8443,2,34918,2405018,934973,137546,23859,6521,343.76455,6656.8788545,95169,111542,248807,368754,182,496943,692894,43361,6089.3466119,683447,26,40.04,91.76,100.03,NA
2025-2026,July,31,UTTAR PRADESH,3130,HARDOI,2162423,252.208014980122,27,387,96.728587,7834,26,34740,2766466,920895,106929,2450,450,333.61883,7407.59640069999,101475,111375,236171,319268,133,460268,601900,42574,6977.24898369999,1016377,19,45.42,79.53,100.19,NA
2025-2026,July,31,UTTAR PRADESH,3132,LUCKNOW,194560,254.138500184377,16,50,21.68094,644,5,11683,168134,113683,47792,651,223,94.72359,543.6977559,10498,11413,49340,73088,0,130970,194989,12327,427.2932259,52113,12,60.84,73.02,100.06,NA
2025-2026,July,31,UTTAR PRADESH,3138,JALAUN,2859671,239.916587735335,36,507,49.09307,2595,14,25192,3631131,1030704,83084,1464,72,78.53921,8839.31787139995,100279,128008,178216,261900,323,230850,332514,27787,8711.68559139995,1430622,39,84.11,91.01,101.02,NA
2025-2026,July,31,UTTAR PRADESH,3142,BANDA,876004,249.447588611217,27,244,35.7863444,3102,5,17903,728717,173003,46884,226,44,159.93581,2013.4891387,26530,34517,121993,196373,56,230327,357380,21005,1817.7669843,335979,55,52.44,76.09,100.1,NA
2025-2026,July,31,UTTAR PRADESH,3145,PRAYAGRAJ,1501702,251.183936823446,23,142,133.4793832,8152,6,27392,1515214,738377,151130,754,137,214.44343,4153.8969897,65578,76106,220709,320040,87,469615,647324,35544,3805.9741765,728876,25,52.9,81,100.12,NA
2025-2026,July,31,UTTAR PRADESH,3154,GORAKHPUR,2678910,249.903334818503,35,177,64.4571232,4576,26,24472,3920987,1385728,90481,6343,350,332.60965,10195.744044,109179,118504,185409,256354,163,350108,465450,29048,9798.6772708,1986485,16,60.49,88.52,100.02,NA
2025-2026,July,31,UTTAR PRADESH,3171,CHANDAULI,2212853,250.190234785069,39,213,102.5681391,2172,36,21069,3809186,920368,62856,17646,1140,120.55648,9753.33601589997,96064,122433,146414,217712,583,207620,298709,23241,9530.21139679998,1566482,19,55.53,64.88,102.29,NA
2025-2026,July,31,UTTAR PRADESH,3175,BALRAMPUR,1153650,251.342043979214,22,217,32.0445907,2770,6,21428,1216984,322987,47097,20448,3959,220.33134,3311.1683912,53954,58570,131400,186695,16,184248,254676,24198,3058.7924605,516257,20,66.47,88.71,100.07,NA
2025-2026,July,31,UTTAR PRADESH,3177,CHITRAKOOT,503130,247.508974110876,27,132,42.69537,2263,9,12521,577733,218875,58354,295,29,124.32728,1596.96367139999,21314,27330,80520,133486,52,143441,229882,14784,1429.94102139999,293701,56,68.07,83.95,100.18,NA
2025-2026,July,31,UTTAR PRADESH,3179,MAHOBA,462284,242.239052644361,26,158,14.42265,562,4,9337,362356,90452,21792,258,92,65.26496,957.455351599999,13907,18602,45149,82116,48,99474,167472,9899,877.767741599999,144097,39,44.37,88.75,101.49,NA
2025-2026,July,31,UTTAR PRADESH,3136,KANPUR DEHAT,561112,252.502959828932,19,96,58.551049,2143,28,17226,393293,145857,44936,430,109,43.31832,1094.9458348,20130,22023,79184,108324,8,159586,207622,19369,993.0764658,127600,28,38.38,58.82,100.46,NA
2025-2026,July,31,UTTAR PRADESH,3137,KANPUR NAGAR,261970,238.670363341515,22,79,28.64962,1008,38,10567,319424,116766,33243,2616,854,34.41507,825.435111400001,14445,15816,55607,79542,3,120240,160453,11575,762.370421400001,102140,23,34.48,68.02,100.06,NA
2025-2026,July,31,UTTAR PRADESH,3138,JALAUN,2859671,240.110067804033,36,505,49.09307,2595,14,25166,3620876,1026533,83074,1464,72,78.53921,8821.72009869995,100134,127818,178174,261847,320,230830,332483,27761,8694.08781869995,1427684,39,84.13,91.06,101.02,NA
2025-2026,July,31,UTTAR PRADESH,3141,HAMIRPUR,1109397,247.910540793101,34,136,19.76854,835,0,16646,1905886,371506,41107,1166,78,184.3614,4929.02222949999,55417,74736,114562,185148,193,179649,288223,17481,4724.89228949999,825239,46,57.62,92.75,100,NA
2025-2026,July,31,UTTAR PRADESH,3144,PRATAPGARH,1511875,263.817291005337,28,230,97.0545946,8710,53,23356,1876268,705707,94744,5264,541,255.85834,5302.83234420001,64793,67569,194769,249846,16,360379,459797,32066,4949.91940960001,995624,27,43.25,88.36,100.02,NA
2025-2026,July,31,UTTAR PRADESH,3153,BASTI,3704788,251.952493712353,30,255,74.6465518,5461,16,29481,4245229,1175081,96894,682,51,146.32823,10916.9351111,140271,155328,286108,361542,122,410992,512869,34942,10695.9603293,2246510,15,52.34,91.23,100.05,NA
2025-2026,July,31,UTTAR PRADESH,3154,GORAKHPUR,2678910,249.629872503469,35,177,64.4571232,4560,27,24399,3861909,1364128,90450,6329,350,332.60965,10037.5452861,108683,117902,185360,256244,159,350103,465403,28959,9640.47851289999,1958397,16,60.08,88.3,100.02,NA
2025-2026,July,31,UTTAR PRADESH,3155,DEORIA,1183376,248.935929446507,29,83,101.90005,2726,78,20157,1714784,401797,38023,62705,5613,217.84921,4588.4627484,57262,60807,121480,153087,8,226005,282402,22883,4268.7134884,736180,12,63.01,92.38,100.07,NA
2025-2026,July,31,UTTAR PRADESH,3158,JAUNPUR,3302912,250.115691967575,27,494,87.158167,11690,59,36013,3081286,1055117,143074,95,29,211.77737,8005.7153374,112344,117885,297325,398327,7,482563,643529,47703,7706.7798004,1605589,40,69.12,87.45,100.26,NA
2025-2026,July,31,UTTAR PRADESH,3161,VARANASI,558200,255.988866488595,20,91,29.93421,2003,4,12313,573554,209598,44378,4139,820,158.48179,1656.6503833,28307,33648,77442,121014,5,161547,228779,14316,1468.2343833,304833,23,57.26,64.16,100.43,NA
2025-2026,July,31,UTTAR PRADESH,3176,SHRAVASTI,878297,251.276119329231,34,147,77.09849,2268,8,10133,1313358,348512,30214,10130,1048,83.75516,3461.0086653,37618,44259,75276,108374,125,124768,170438,12401,3300.1550153,587578,25,54.06,91.77,100.07,NA
2025-2026,July,31,UTTAR PRADESH,3177,CHITRAKOOT,503130,247.865418460921,26,132,42.69537,2248,9,12525,569874,216063,58353,295,29,124.32728,1579.54322479999,21274,27269,80516,133481,52,143441,229881,14773,1412.52057479999,289211,56,67.77,83.77,100.18,NA
2025-2026,July,31,UTTAR PRADESH,3181,AMETHI,905147,251.054996198706,26,93,48.1432006,3032,12,17215,924685,287308,54293,159,12,235.23824,2604.8493322,34941,38397,129428,178498,9,231481,302990,20247,2321.4678916,367105,25,44.01,73.07,100.05,NA
2025-2026,July,31,UTTAR PRADESH,3115,MEERUT,158534,250.416921921144,28,37,12.5460082,1754,42,4279,250913,121665,11947,2152,139,4.50547,645.380089500001,8934,9667,22393,26789,4,47913,56497,6033,628.328611300001,94719,14,33.69,75.82,100.12,NA
2025-2026,July,31,UTTAR PRADESH,3118,ALIGARH,894083,241.680918480748,20,171,61.0548181,1225,5,19342,963711,223336,38258,1234,205,110.10668,2500.2670944,46274,51561,119411,155347,18,198517,251632,20567,2329.1055963,308534,19,66.74,76.6,100.09,NA
2025-2026,July,31,UTTAR PRADESH,3121,FIROZABAD,1226464,247.602680262297,29,199,28.3017371,2850,21,15714,1781945,466250,34749,2640,212,39.03472,4479.48003789999,60620,62750,107908,135187,13,160770,200758,18564,4412.14358079999,733745,18,70.61,80.12,100.02,NA
2025-2026,July,31,UTTAR PRADESH,3126,PILIBHIT,907021,247.053138861604,18,396,103.21352978,3529,23,17532,987530,183955,39347,4636,599,180.20792,2723.14531198,52563,61490,138566,217509,13,250415,369048,21061,2439.7238622,205016,22,43,70.79,100.17,NA
2025-2026,July,31,UTTAR PRADESH,3144,PRATAPGARH,1511875,263.601705684713,28,230,97.0545946,8784,49,23345,1882505,707753,94755,5264,541,255.85834,5315.22822420001,64973,67763,194787,249874,16,360388,459808,32129,4962.31528960001,998749,27,43.4,88.38,100.02,NA
2025-2026,July,31,UTTAR PRADESH,3145,PRAYAGRAJ,1501702,250.861832634893,23,144,133.4793832,8209,6,27474,1542484,751470,151168,769,137,214.44343,4217.4264437,66215,76881,220718,320062,95,469618,647331,35683,3869.5036305,741009,25,53.23,81.15,100.12,NA
2025-2026,July,31,UTTAR PRADESH,3146,BAHRAICH,3613648,247.444352233975,36,404,104.667,5541,18,39399,4974875,984448,70867,36080,2403,174.81879,12589.5330081999,137384,154356,281291,349765,524,434112,528354,44940,12310.0472181999,2300973,51,47.59,84.13,100.19,NA
2025-2026,July,31,UTTAR PRADESH,3154,GORAKHPUR,2678910,249.430269351768,36,177,64.4571232,4613,25,24536,3956499,1399708,90496,6343,350,332.60965,10265.7728858,109472,118872,185443,256406,165,350112,465464,29149,9868.70611259999,2003416,16,60.67,88.4,100.02,NA
2025-2026,July,31,UTTAR PRADESH,3156,MAU,1531585,248.30515634088,32,361,253.3263752,4345,21,18339,2465446,900297,74518,34873,2825,106.45098,6481.60689999998,75689,86500,142174,204682,122,251198,343532,22684,6121.82954479998,1332641,21,54.77,91.32,100.04,NA
2025-2026,July,31,UTTAR PRADESH,3159,BALLIA,892094,244.96128232032,29,156,61.346694,6456,50,21686,1933768,439648,45973,68176,7399,148.48978,4946.81936390001,65433,73334,158138,203487,45,318944,398316,28142,4736.98288990001,884021,23,74.5,91.56,100.02,NA
2025-2026,July,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,458885,249.010263550813,24,48,32.23877,560,5,9777,553214,209216,35821,1273,296,179.83635,1589.6347594,22889,26370,65530,90374,29,123250,162856,10337,1377.5596394,300446,33,60.15,84.22,100.09,NA
2025-2026,July,31,UTTAR PRADESH,3175,BALRAMPUR,1153650,250.652037686365,22,217,32.0445907,2789,6,21425,1227765,325889,47102,20738,3959,220.33134,3329.7939212,54168,58797,131406,186707,17,184243,254675,24214,3077.4179905,520882,20,66.64,88.58,100.07,NA
2025-2026,July,31,UTTAR PRADESH,3179,MAHOBA,462284,244.076308071135,26,158,14.42265,567,4,9349,365500,91026,21795,258,93,65.26496,971.786515999999,13952,18666,45160,82135,55,99474,167472,9916,892.098905999999,145042,39,44.41,88.81,101.47,NA
2025-2026,July,31,UTTAR PRADESH,3180,KASHGANJ,495794,247.541726458203,17,248,41.4714,1266,6,8824,558050,125657,25568,558,87,127.65191,1550.5299145,31387,35130,79071,112506,0,114541,156235,10090,1381.4066045,130901,8,57.16,93.8,100.18,NA
2025-2026,July,31,UTTAR PRADESH,3109,BIJNOR,1154827,249.168251013931,17,218,226.94935,2579,9,22488,1623878,624765,114504,7874,1083,263.45466,4536.5924212,91868,108440,182951,267160,28,269616,375018,25067,4046.1884112,556371,12,61.76,84.91,100.2,NA
2025-2026,July,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,130649,244.163596092028,21,11,38.7800437,2579,14,5419,221496,56728,11718,561,78,23.66437,603.257012499999,10138,11845,31383,41844,14,78126,97533,7998,540.812598799999,88086,7,70.59,80.5,100.62,NA
2025-2026,July,31,UTTAR PRADESH,3117,BULANDSHAHR,140915,233.264616736428,23,48,69.533958,448,70,11145,312970,64728,9706,163,41,48.28922,847.871448999999,13554,14296,37354,46640,15,90296,110337,11593,730.048270999999,117880,7,70.21,79.29,100.34,NA
2025-2026,July,31,UTTAR PRADESH,3127,SHAHJAHANPUR,1004169,249.68473546826,22,857,357.4450786,4300,9,19391,1379532,399032,67484,622,86,393.92036,4195.8462635,60072,67667,161947,228331,56,345301,451252,23691,3444.4808249,289282,21,72.5,75.7,100.04,NA
2025-2026,July,31,UTTAR PRADESH,3131,UNNAO,715266,253.71831881839,29,127,215.160645,2289,18,22549,1267085,439454,60278,2786,289,197.31812,3627.305525,43692,46920,122301,162894,73,273842,354220,24838,3214.82676,453294,24,43.33,65.2,100.04,NA
2025-2026,July,31,UTTAR PRADESH,3134,FARRUKHABAD,484896,248.908757228887,27,46,120.45624,979,5,11304,644463,145708,22483,20,8,159.36248,1883.9435641,23352,25282,69281,91302,6,113507,142663,12283,1604.1248441,168987,16,65.64,94.36,100.01,NA
2025-2026,July,31,UTTAR PRADESH,3135,ETAWAH,384723,255.8249170192,20,80,141.05129,1657,12,10547,507045,170905,36086,544,135,228.27483,1666.4735705,24462,26126,77809,98280,10,138950,167756,12204,1297.1474505,152306,29,65.43,68.69,100.45,NA
2025-2026,July,31,UTTAR PRADESH,3138,JALAUN,2859671,242.009997103232,36,516,337.4475591,2984,10,25057,3697225,1047180,83249,1487,72,201.6118,9486.71347449995,101263,129230,178393,262346,357,230908,332913,28041,8947.65411539995,1454063,39,81.9,88.19,101,NA
2025-2026,July,31,UTTAR PRADESH,3143,FATEHPUR,912325,256.462331061104,25,160,235.102704,2921,13,16420,967332,361578,69964,510,124,207.19932,2923.1442203,38090,41042,150668,190139,17,267965,328748,19341,2480.8421963,370298,24,54.19,79.92,100.06,NA
2025-2026,July,31,UTTAR PRADESH,3149,AYODHYA,1021733,258.897344438649,28,85,124.5984,4713,17,20287,1660406,668084,71619,3035,257,589.5789,5012.9243409,58680,63977,129785,182475,61,233556,311597,25000,4298.7470409,821537,17,33.36,90.72,100.01,NA
2025-2026,July,31,UTTAR PRADESH,3150,SULTANPUR,2106815,247.352744193062,34,321,572.86376,6469,21,21115,3009504,750217,74664,7046,601,476.98216,8493.93665059998,87401,94255,205974,284601,44,351990,486636,27584,7444.09073059998,1463743,26,41.38,69.85,100.25,NA
2025-2026,July,31,UTTAR PRADESH,3166,HATHRAS,270114,247.435881354643,22,50,55.0344456,685,17,7643,473158,153998,21762,471,51,134.46084,1360.2579531,21426,24608,47748,65407,3,81741,106121,8328,1170.7626675,115777,6,60.43,79.57,100,NA
2025-2026,July,31,UTTAR PRADESH,3167,AMROHA,934042,247.706086677953,20,62,290.10736,4381,1,18170,942708,241035,39429,537,89,282.89596,2908.1484156,46829,54173,102226,144039,26,147089,200363,22551,2335.1450956,247789,19,52.17,92.8,100.22,NA
2025-2026,July,31,UTTAR PRADESH,3176,SHRAVASTI,878297,252.04233867538,37,166,238.93493,2588,8,10394,1439024,381088,30264,10792,1048,115.39063,3981.2753037,38643,45499,75402,108547,175,124792,170486,12982,3626.9497437,640434,26,55.56,89.72,100.1,NA
2025-2026,July,31,UTTAR PRADESH,3184,SAMBHAL,361724,241.717599719356,19,63,94.39247,1357,26,18012,662760,177192,35358,303,56,239.68015,1936.0801839,33564,37263,91314,117787,3,150194,188952,19369,1602.0075639,183466,11,64.33,74.22,100.44,NA
2025-2026,July,31,UTTAR PRADESH,3109,BIJNOR,1154827,248.579163648781,17,214,226.94935,2544,10,22413,1587204,610277,114455,7799,1083,263.45466,4435.8624386,90991,107300,182868,267043,27,269571,374951,24957,3945.4584286,544247,12,61.79,85.33,100.14,NA
2025-2026,July,31,UTTAR PRADESH,3120,AGRA,1266361,248.593413242799,31,154,241.2694641,1068,12,17472,2055910,579315,52856,9139,738,311.4877,5663.61400630002,66311,82849,121861,176541,80,188528,262768,18540,5110.85684220002,846618,29,46.11,81.7,100.24,NA
2025-2026,July,31,UTTAR PRADESH,3122,ETAH,451884,250.237019034364,27,125,300.6020423,1966,21,13221,946341,182879,21057,676,53,189.46045,2858.15800059999,34644,37544,82985,105065,16,147298,184109,15187,2368.09550829999,338729,10,57.24,79.86,100.46,NA
2025-2026,July,31,UTTAR PRADESH,3124,BUDAUN,1228992,250.758012691348,24,295,163.0908,2017,55,21085,1183641,208463,35349,1060,163,326.94192,3458.107369,48175,51525,136233,176766,27,238505,302822,23102,2968.074649,258947,19,69.1,75.77,100.07,NA
2025-2026,July,31,UTTAR PRADESH,3132,LUCKNOW,194560,253.275688585801,16,61,87.08246,701,5,11702,192830,130456,47815,724,223,139.69743,715.1714003,11497,12558,49363,73128,0,131007,195042,12403,488.3915103,60018,12,62.13,72.62,100.07,NA
2025-2026,July,31,UTTAR PRADESH,3140,LALITPUR,1593196,249.026058236371,30,150,310.8580698,2936,1,18068,1830952,415771,55346,91964,15227,209.6913,5080.0969636,60939,83394,127740,217119,287,189214,308955,21004,4559.5475938,807149,41,43.45,83.88,100.2,NA
2025-2026,July,31,UTTAR PRADESH,3143,FATEHPUR,912325,259.352533633785,24,147,235.102704,2659,13,16600,928382,349663,69960,467,124,207.19932,2850.0842628,37570,40459,150648,190118,10,267938,328711,19259,2407.7822388,354225,24,53.7,79.59,100.06,NA
2025-2026,July,31,UTTAR PRADESH,3145,PRAYAGRAJ,1501702,250.978057092635,23,159,322.8480316,8932,5,27236,1625919,794771,151359,877,137,399.70939,4803.2573377,68342,79503,220943,320423,124,469611,647380,36168,4080.6999161,778741,25,52.38,78.54,100.11,NA
2025-2026,July,31,UTTAR PRADESH,3147,GONDA,1390499,247.491214185897,34,166,194.8285664,3065,52,24582,2204020,580961,50635,4598,262,283.40292,5932.9873453,64192,68166,157180,200902,87,335437,425524,27647,5454.7558589,903441,25,62.58,78.63,100.57,NA
2025-2026,July,31,UTTAR PRADESH,3150,SULTANPUR,2106815,247.180767844446,33,318,572.86376,6333,21,21127,2950806,737022,74649,6875,601,476.98216,8343.67084839997,86791,93561,205954,284549,44,351951,486538,27460,7293.82492839997,1436639,26,41.35,69.89,100.25,NA
2025-2026,July,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,3459734,251.744114956104,34,185,625.37235,4067,13,25583,5292020,1254902,82293,344,17,372.14292,14319.8641823,151622,167119,257159,349299,132,382931,510487,29650,13322.3489123,3108693,14,68.59,84.62,100,NA
2025-2026,July,31,UTTAR PRADESH,3155,DEORIA,1183376,249.215882514534,31,85,299.05017,3162,65,20247,1925685,449886,38029,71307,5615,380.00286,5478.1658972,60210,64001,121498,153130,13,226056,282477,23409,4799.1128672,823552,12,62.81,90.38,100.16,NA
2025-2026,July,31,UTTAR PRADESH,3160,GHAZIPUR,2637202,244.117405943931,26,179,387.8991911,7603,19,24558,3405389,832907,94116,30523,3425,556.53419,9257.58067019996,127835,145879,280327,372157,29,465191,602667,32161,8313.14728909996,1618219,19,31.37,75.23,100.28,NA
2025-2026,July,31,UTTAR PRADESH,3163,SONBHADRA,1146617,248.013667126249,23,264,595.7994214,2788,1,19549,1235177,372630,77868,375311,78659,257.02212,3916.22931459999,52279,64691,165838,259260,118,276900,418301,22337,3063.40777319999,689953,40,67.43,85.15,100.05,NA
