fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,Nov,31,UTTAR PRADESH,3171,CHANDAULI,3594686,239.631618568588,48,201,7433.47770294501,5712,2,22901,4404126,1089196,63328,25282,1092,461.20683,18448.362950545,90895,117183,139610,208257,1607,186898,269748,28613,10553.6784176,1734671,39,50.23,15.53,102.64,NA
2024-2025,Nov,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,4567631,240.953498857592,39,228,8233.143719155,17569,4,33627,4189396,1376257,76004,3634,193,684.4744,19012.114362155,105902,115021,185910,223550,1263,243848,287897,51196,10094.496243,2313150,59,36.99,23.11,99.74,NA
2024-2025,Nov,31,UTTAR PRADESH,3183,SHAMLI,229709,238.900891513615,39,33,255.33480315,1356,0,4554,291078,41836,3893,255,50,5.64618,956.36892015,7376,8480,18387,23183,82,44592,52960,5910,695.387937,93038,14,44.84,15.6,99.78,NA
2024-2025,July,31,UTTAR PRADESH,3115,MEERUT,374944,229.516692759406,24,25,12.4429495,1098,127,6305,176933,75323,12028,2081,143,0,418.5337195,7229,7804,23002,27135,3,45940,53135,7403,406.09077,68182,22,43.64,33.66,126.69,NA
2024-2025,July,31,UTTAR PRADESH,3121,FIROZABAD,1809378,239.21856424631,29,183,161.9177,2150,7,14997,1496942,413852,30121,1576,135,168.23595,3911.11681,50015,51633,98814,107632,5,141308,152825,17147,3580.96316,623069,30,54.92,25.42,99.78,NA
2024-2025,July,31,UTTAR PRADESH,3131,UNNAO,1777793,235.19411806021,26,132,119.811765,5406,39,23470,996644,348360,68157,2511,343,166.19769,2630.057521,37802,40613,138704,178325,84,242985,297023,28876,2344.048066,343653,43,37.92,39.06,100.79,NA
2024-2025,July,31,UTTAR PRADESH,3133,RAE BARELI,2117302,229.403498812866,23,163,596.1271934,4255,4,26257,1269865,686830,145313,690,191,449.30734,3958.5492736,54755,61801,186294,287466,41,296137,425479,30512,2913.1147402,608932,26,26.72,42.28,100.43,NA
2024-2025,July,31,UTTAR PRADESH,3136,KANPUR DEHAT,1325815,235.971829049032,25,172,133.66194,4400,2,19888,794801,309857,50253,831,117,304.78847,2313.956867,31671,35598,87648,117744,9,147614,190638,24288,1875.506457,271390,52,46.27,20.85,100.49,NA
2024-2025,July,31,UTTAR PRADESH,3141,HAMIRPUR,1387756,236.848905178191,33,99,124.42703,4629,0,18223,1593684,297629,42143,530,46,264.43357,4163.483706,47304,63536,112234,182584,138,162874,262115,22852,3774.623106,676005,62,47.25,25.02,102.22,NA
2024-2025,July,31,UTTAR PRADESH,3145,PRAYAGRAJ,2653753,237.531527988831,24,348,365.88778,12797,1,42807,1895917,890352,166299,717,162,618.62507,5487.9134695,76397,89659,242382,346186,141,413037,560017,55604,4503.4006195,927823,56,31.72,34.06,100.41,NA
2024-2025,July,31,UTTAR PRADESH,3149,AYODHYA,1925065,249.119844188919,27,72,384.24968,3432,25,19881,1463824,565115,77208,2321,297,387.31653,4418.242278,53705,58388,141789,197499,44,226834,301830,23313,3646.676068,691816,28,31.7,57.05,100.87,NA
2024-2025,July,31,UTTAR PRADESH,3168,KANNAUJ,1087957,246.147920235231,26,188,82.25555,3129,5,14356,935250,267289,39685,164,7,269.97199,2654.325964,35909,39403,89760,114292,41,130466,160495,17485,2302.098424,294587,36,54.41,33.92,100.55,NA
2024-2025,July,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,1982525,243.508585957561,28,122,190.59375,18748,5,33470,1780873,647917,81993,4549,467,498.67486,5025.84727,62394,68569,157657,210427,48,240669,309371,52218,4336.57866,881862,57,41.72,41.41,99.9,NA
2024-2025,July,31,UTTAR PRADESH,3117,BULANDSHAHR,233229,234.493008830022,17,50,97.6409361,919,174,9718,181200,33608,9140,60,39,53.79719,576.3394581,10162,10572,40230,45283,3,75735,84483,10637,424.901332,64026,18,53.02,27.11,100.19,NA
2024-2025,July,31,UTTAR PRADESH,3118,ALIGARH,1224078,239.943201916435,23,138,547.053603182999,2214,2,21168,1227696,299017,39133,1865,222,187.4365,3680.263195383,51852,56785,127631,156203,56,186804,223936,23382,2945.7730922,350977,22,65.91,17.47,99.87,NA
2024-2025,July,31,UTTAR PRADESH,3122,ETAH,1204406,232.787589080007,20,86,236.4391617,1409,16,13786,559048,104635,22011,192,46,295.06639,1832.8999127,27199,29079,84497,105513,4,134786,164828,15195,1301.394361,191857,28,50.73,23.03,100.75,NA
2024-2025,July,31,UTTAR PRADESH,3135,ETAWAH,1461548,250.775119719307,21,145,456.546871275,1418,15,12587,473399,163134,38349,443,132,347.76428,1991.478060275,21647,23174,82683,102494,31,126241,150552,14005,1187.166909,137362,39,39.6,21.79,100.06,NA
2024-2025,July,31,UTTAR PRADESH,3136,KANPUR DEHAT,1325815,237.250619125355,25,172,696.636195364,4403,2,19940,801857,312428,50262,831,117,316.42872,2915.475612364,31813,35760,87674,117778,10,147629,190659,24343,1902.410697,273469,52,46.63,20.58,100.48,NA
2024-2025,July,31,UTTAR PRADESH,3141,HAMIRPUR,1387756,236.9666278578,33,100,500.3017846,4848,0,18032,1607880,299904,42144,558,46,291.4787,4601.9195006,47577,63931,112250,182610,147,162884,262141,22880,3810.139016,681828,62,47.01,25.2,102.2,NA
2024-2025,July,31,UTTAR PRADESH,3147,GONDA,2617666,242.985670488509,31,135,532.559764508,5392,53,31483,2024591,532542,52276,2144,216,426.01263,5878.038410508,63726,66935,170515,197195,105,306317,344829,36875,4919.466016,866551,46,31.39,47.72,100.33,NA
2024-2025,July,31,UTTAR PRADESH,3159,BALLIA,2264045,239.257041484491,23,96,916.91035866,3787,40,31781,1067194,222438,46167,40005,7661,940.47155,4410.71869996,45018,49471,158416,198428,2,272221,327987,35568,2553.3367913,491955,51,49.04,25.93,99.96,NA
2024-2025,July,31,UTTAR PRADESH,3161,VARANASI,764010,241.225242572414,23,144,365.4326579,5525,0,15370,797803,282382,48766,5106,904,66.70346,2356.6383399,34006,40783,85522,132184,59,143442,206068,20895,1924.502222,413144,52,38.46,18.25,99.96,NA
2024-2025,July,31,UTTAR PRADESH,3162,MIRZAPUR,2354597,238.3698736225,30,372,680.208336905,5673,0,26752,1968784,862285,108970,23147,2809,492.96131,5866.157579605,64404,79692,163365,246938,161,263623,379246,32425,4692.9879327,1002057,48,43.69,34.29,100.95,NA
2024-2025,July,31,UTTAR PRADESH,3171,CHANDAULI,2161988,235.592203467408,38,174,621.203401226,2186,31,23835,3076188,779245,62515,16873,1061,350.94051,8219.403003226,79462,101876,135837,203258,237,182573,264549,26021,7247.259092,1227885,40,52.33,20.62,101.14,NA
2024-2025,July,31,UTTAR PRADESH,3172,KUSHI NAGAR,2310398,246.484786995571,26,335,1039.585725651,5209,19,38419,2020850,491920,72002,13126,1851,598.08172,6618.755263651,75815,88053,194603,268039,120,350528,469415,43628,4981.087818,843195,44,47.17,20.88,103.33,NA
2024-2025,July,31,UTTAR PRADESH,3177,CHITRAKOOT,903692,238.898489263962,26,260,194.431741893,6331,7,16989,678742,249112,65733,280,31,339.98202,2155.918145893,25258,31804,90998,149183,37,133948,212740,23320,1621.504384,320959,74,41.72,13.71,99.96,NA
2024-2025,July,31,UTTAR PRADESH,3182,HAPUR,60313,236.168570429069,19,24,8.9823749,121,6,1682,65747,32740,4369,13,6,0,164.2561249,3346,3564,8813,9705,5,16033,17776,1803,155.27375,26788,11,60.18,11.56,100.06,NA
2024-2025,July,31,UTTAR PRADESH,3121,FIROZABAD,1809378,238.910752402629,30,184,391.43403746,2242,6,15076,1543934,425632,30170,1616,135,242.50495,4322.56332346,50817,52476,99143,107979,7,141699,153247,17318,3688.624336,642407,30,55.29,24.84,99.79,NA
2024-2025,July,31,UTTAR PRADESH,3128,KHERI,3377905,239.76051646964,30,589,806.615162652,13654,3,38005,3678435,1341065,156582,45740,7408,736.24186,10362.291776652,120449,142147,284665,405755,788,457916,617352,51659,8819.434754,1044250,47,52.46,29.46,99.94,NA
2024-2025,July,31,UTTAR PRADESH,3137,KANPUR NAGAR,605452,233.152904600573,22,102,260.805198236,1498,7,14475,373084,151400,37078,3845,921,78.16573,1208.827110836,16573,18235,61927,86994,11,108618,143106,15973,869.8561826,103275,33,42.59,21.9,100.14,NA
2024-2025,July,31,UTTAR PRADESH,3142,BANDA,1942064,245.541071631064,28,341,668.099043091,15622,2,32292,1172885,166558,56899,119,26,232.89063,3780.904071091,41082,49455,136268,220786,26,214156,332473,47914,2879.914398,639957,82,31.54,6.98,100.99,NA
2024-2025,July,31,UTTAR PRADESH,3147,GONDA,2617666,242.333504847541,31,135,532.469800508,5515,50,31430,2046089,536730,52277,2182,219,407.67676,5898.505746508,64096,67328,170576,197255,108,306365,344877,36945,4958.359186,876338,46,31.21,47.17,100.32,NA
2024-2025,July,31,UTTAR PRADESH,3153,BASTI,4204746,242.870168394534,34,215,965.669381063,7023,26,35685,5500713,1483512,97344,234,14,512.32659,14837.586897063,158418,177505,284452,357321,377,390788,483814,42708,13359.590926,2871016,33,47.18,37.98,99.88,NA
2024-2025,July,31,UTTAR PRADESH,3154,GORAKHPUR,3015628,241.372902342655,38,167,579.85006116,5766,11,36408,4147901,1460436,86636,4920,318,746.44754,11338.20663116,109042,117225,200391,247209,306,328731,391879,42174,10011.90903,2025555,37,41.99,40.37,99.81,NA
2024-2025,July,31,UTTAR PRADESH,3170,KAUSHAMBI,946893,238.208759938906,26,98,290.92465545,2436,50,18174,744423,325307,55398,599,73,308.8594,2373.06485245,27688,31887,84291,117022,28,131916,175309,20610,1773.280797,377042,63,21.41,55.5,100.8,NA
2024-2025,July,31,UTTAR PRADESH,3176,SHRAVASTI,1210298,242.140356402785,33,203,300.259936838,5633,4,7835,1271595,345300,33088,5106,1109,265.70001,3645.004611838,37422,44045,79601,113368,138,117144,158860,13468,3079.044665,536772,40,51.33,22.93,100.86,NA
2024-2025,Aug,31,UTTAR PRADESH,3109,BIJNOR,3028451,237.149855165902,19,202,814.247384284,5335,8,18979,1816285,688287,117139,20079,1001,437.3328,5558.897431184,93589,111107,189742,272354,71,254753,351596,24314,4307.3172469,583448,21,51.17,16,100.26,NA
2024-2025,Aug,31,UTTAR PRADESH,3112,SAHARANPUR,992459,244.653950874617,18,100,605.433820001,5000,4,17408,675496,327707,71746,1370,278,222.07897,2480.140442001,36662,41761,92902,136229,20,160911,220809,22408,1652.627652,271056,26,58.61,17.88,99.87,NA
2024-2025,Aug,31,UTTAR PRADESH,3117,BULANDSHAHR,290057,236.199833307399,17,53,97.6409361,1048,54,9789,205648,39337,9239,79,40,53.79719,637.1783593,11456,11938,40590,45663,18,75986,84740,10837,485.7402332,71738,18,57.16,24.72,100.43,NA
2024-2025,Aug,31,UTTAR PRADESH,3119,MATHURA,1416739,232.8639378935,32,74,306.355809046,6190,29,12727,1445839,399098,38819,3289,253,175.85744,3849.050880046,45141,55194,94276,127530,219,134271,180212,18917,3366.837631,587261,16,63.81,13.24,99.76,NA
2024-2025,Aug,31,UTTAR PRADESH,3120,AGRA,1759474,236.288525719083,28,180,499.445333074,3584,8,19601,1805877,522688,52155,6750,754,395.35141,5161.876882674,62348,76121,121699,170640,149,172328,233103,23185,4267.0801396,726800,41,64.91,14.89,100.22,NA
2024-2025,Aug,31,UTTAR PRADESH,3122,ETAH,1497871,235.139952307465,23,95,236.4391617,1999,12,13557,723803,137476,22128,290,46,280.83203,2219.2212207,30898,33141,84915,106036,11,134994,165113,15556,1701.950029,249783,28,53.74,19.37,100.72,NA
2024-2025,Aug,31,UTTAR PRADESH,3126,PILIBHIT,1780733,239.380406936067,22,417,400.584011909,8181,1,21771,1442143,248082,43496,3760,540,447.64673,4300.438523909,63366,75255,150400,229648,262,217750,314230,29952,3452.207782,350833,47,42.04,30.16,100,NA
2024-2025,Aug,31,UTTAR PRADESH,3127,SHAHJAHANPUR,2501296,240.10337006024,25,294,550.128421625,12671,6,21206,1593473,446752,73198,343,82,754.37689,5130.487685625,62958,71119,173463,239914,115,283313,369964,33877,3825.982374,401968,56,45.69,14.59,99.92,NA
2024-2025,Aug,31,UTTAR PRADESH,3130,HARDOI,4093476,244.763683215428,29,391,1497.829336143,18615,12,42500,3239034,1002923,99664,3022,412,691.18364,10116.991895143,109619,118678,237659,289819,180,405555,476941,61115,7927.978919,1093901,50,26.6,38.83,100.79,NA
2024-2025,Aug,31,UTTAR PRADESH,3140,LALITPUR,2406544,237.177230698564,37,171,478.168185468,4432,0,23246,2542829,579393,59118,130612,17724,224.73791,6733.917499068,67726,94343,135512,227708,1218,180795,292841,27678,6031.0114036,1084563,60,43.45,30.21,100,NA
2024-2025,Aug,31,UTTAR PRADESH,3141,HAMIRPUR,1725895,237.246965674059,34,116,500.3017846,6055,0,17120,1741540,326453,42247,615,46,291.4787,4923.5312906,50128,67371,112603,183167,199,163120,262502,23175,4131.750806,737352,62,46.25,26.24,102.04,NA
2024-2025,Aug,31,UTTAR PRADESH,3148,BARABANKI,3519250,243.608914848677,33,258,620.8123687,8195,2,27925,3133222,1325987,131542,1183,83,444.66476,8698.2852427,94696,109120,218170,295794,345,354726,462067,36120,7632.808114,1076401,36,34.08,46.25,99.84,NA
2024-2025,Aug,31,UTTAR PRADESH,3150,SULTANPUR,3500388,240.389755065166,33,409,756.711862608,15166,7,39340,3183459,746855,67973,7124,484,573.30244,8982.723595308,94650,100138,206495,241342,69,290966,335105,54506,7652.7092927,1587509,67,23.83,26.63,100.03,NA
2024-2025,Aug,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,4900540,238.812438292922,34,225,542.559725705,7333,11,27341,5695862,1376648,74600,156,8,810.56476,14955.551409705,165769,180281,272716,320164,402,375699,436980,34674,13602.426924,3248334,22,38.61,32.78,99.75,NA
2024-2025,Aug,31,UTTAR PRADESH,3166,HATHRAS,741173,231.036613614573,21,19,135.0136456,2000,13,9186,411985,135174,23728,264,50,127.01921,1213.8690482,18983,21904,52657,70692,13,77267,99686,11186,951.8361926,117084,11,68.01,11,100.01,NA
2024-2025,Aug,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,1036828,244.214423075539,27,29,175.216519735,3036,16,15238,694727,249707,37517,2335,315,226.71227,2098.552324735,25503,29250,68872,93921,49,105710,138673,18274,1696.623535,382174,61,38.83,34.88,100.36,NA
2024-2025,Aug,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,3416527,243.163034339498,34,167,509.0016461,10831,6,36868,3368832,1106137,75452,3006,192,511.04423,9211.7999891,98610,106972,183847,221043,181,241084,284652,47699,8191.754113,1850899,58,36.8,30.06,99.74,NA
2024-2025,Aug,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,2465587,242.566570646427,29,125,585.016550066,20808,4,32078,1886755,681937,82108,4781,469,689.8961,5851.549550066,63978,70406,157924,210788,67,241000,309773,52886,4576.6369,931289,57,42.15,39.75,99.92,NA
2024-2025,Aug,31,UTTAR PRADESH,3183,SHAMLI,171820,243.79206820156,23,16,102.3257488,361,4,5030,102461,14703,3694,56,45,5.40771,357.5252498,4306,4835,17274,21718,4,43566,51590,5391,249.791791,32480,14,34.98,20.82,99.98,NA
2024-2025,Aug,31,UTTAR PRADESH,3184,SAMBHAL,1100972,235.103783845304,18,55,429.6084842,2819,21,17217,549153,145497,36934,266,38,392.24821,2112.9361763,30160,33314,93971,119997,1,138298,173476,20036,1291.0794821,153476,21,63.23,13.58,100.16,NA
2024-2025,Nov,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,1352554,235.668182079341,39,20,701.15480525,2793,11,7629,643983,175959,12430,1017,83,57.96446,2276.78229425,16328,17917,37181,43391,324,77444,87851,10422,1517.663029,238224,14,55.76,16.88,100.03,NA
2024-2025,Nov,31,UTTAR PRADESH,3126,PILIBHIT,2380703,236.962731250947,28,398,3934.836950723,14001,1,15837,2117667,350793,44190,6569,620,540.02352,9492.942032723,74496,89676,153204,234440,921,220921,319840,29838,5018.081562,536324,42,44.87,22.18,100.18,NA
2024-2025,Nov,31,UTTAR PRADESH,3129,SITAPUR,7100181,239.731834258519,37,838,13189.060283307,33246,11,44563,6070671,2256663,217431,4886,390,744.97,28487.361223407,159762,191253,369719,534042,3983,577555,798987,77809,14553.3309401,1961760,54,43.47,16.35,100.45,NA
2024-2025,Nov,31,UTTAR PRADESH,3130,HARDOI,5472660,240.354682652779,44,632,8531.298001695,28469,10,32593,6399930,2034061,105680,6373,445,881.27896,24795.108403195,145178,159672,251206,310121,6482,417271,496703,61062,15382.5314415,2245266,41,42.8,21.88,100.87,NA
2024-2025,Nov,31,UTTAR PRADESH,3132,LUCKNOW,1388037,239.259128069474,32,117,1499.307070747,4424,4,10973,667989,428448,59901,1983,261,316.75313,3414.284857747,20501,23122,63889,92569,550,128071,189288,15397,1598.224657,201409,20,50.81,11.01,100.83,NA
2024-2025,Nov,31,UTTAR PRADESH,3134,FARRUKHABAD,1630752,237.995923199157,41,178,1750.480261638,7014,16,12654,1564462,357435,24960,70,5,240.43817,5714.274211638,37688,39847,78569,98401,1055,110974,134612,19668,3723.35578,380315,29,65.47,17.46,100.03,NA
2024-2025,Nov,31,UTTAR PRADESH,3135,ETAWAH,2430081,242.106226160369,35,240,2236.453785618,4983,2,10611,1391066,478791,39246,1259,140,510.19615,6114.507331618,38651,42205,85222,105590,1011,128445,153233,15594,3367.857396,400636,34,55.5,10.54,100.06,NA
2024-2025,Nov,31,UTTAR PRADESH,3136,KANPUR DEHAT,2204400,239.917745122164,36,209,2218.556304311,8950,0,14924,1540181,588037,51421,1779,129,410.55816,6324.281990311,41892,47913,89988,121360,666,150454,194764,23874,3695.167526,512925,46,51.07,12.13,100.6,NA
2024-2025,Nov,31,UTTAR PRADESH,3141,HAMIRPUR,2307388,235.978074435303,48,161,4319.58553634,12200,0,12698,3243246,620362,43448,1178,48,321.98762,12294.92261634,66531,90648,116759,189297,3035,166903,267451,24898,7653.34946,1353746,61,40.96,31.19,101.09,NA
2024-2025,Nov,31,UTTAR PRADESH,3144,PRATAPGARH,4099590,238.298835264905,45,213,5717.540645605,18011,44,31869,4620072,1732583,95193,12861,532,901.22195,17628.340360005,101322,105649,209249,242101,5994,330701,383359,49880,11009.5777644,2362753,42,58.36,17.04,101.17,NA
2024-2025,Nov,31,UTTAR PRADESH,3148,BARABANKI,4704965,240.711794631041,42,376,6448.91503201,14021,2,25265,4725534,1967999,133316,2171,94,587.50485,18411.33757931,111204,129075,221978,300672,3232,357674,465807,39286,11374.9176973,1586972,34,37.09,28.99,99.91,NA
2024-2025,Nov,31,UTTAR PRADESH,3149,AYODHYA,3200759,243.270247243562,39,113,3806.296399198,6666,18,19691,2658957,1016826,78159,4182,303,561.65589,10836.403557198,68000,75018,144105,200640,1374,228478,304075,26357,6468.451268,1236253,28,46.42,42.45,100.47,NA
2024-2025,Nov,31,UTTAR PRADESH,3176,SHRAVASTI,2012332,238.004783882713,45,226,2020.540422104,6785,1,8645,1961273,526043,33575,10980,1112,280.81672,6969.280707104,43254,51286,81582,116080,1510,119213,161773,15430,4667.923565,835849,41,56.55,14.05,100.85,NA
2024-2025,Nov,31,UTTAR PRADESH,3177,CHITRAKOOT,1502546,239.043239928683,37,297,2427.184682112,10712,5,14255,1412278,540476,66636,559,32,352.7589,6155.898670112,37214,48517,92718,151870,1209,135346,215047,24967,3375.955088,663689,74,51.4,9.64,100.05,NA
2024-2025,Nov,31,UTTAR PRADESH,3182,HAPUR,100280,236.159967004556,37,30,35.933161035,737,0,1270,180631,91560,4675,62,6,0,462.511271035,4880,5257,9063,10338,77,16173,18391,2007,426.57811,76711,11,74.14,10.97,99.97,NA
2024-2025,Sep,31,UTTAR PRADESH,3115,MEERUT,524457,228.288870638988,29,47,340.844749285,1929,31,6083,303198,136460,12284,2895,143,0.17886,1033.190899285,10248,11051,23567,27775,17,46524,53746,8012,692.16729,116448,21,48.64,25.48,130.85,NA
2024-2025,Sep,31,UTTAR PRADESH,3118,ALIGARH,1712194,238.836305926903,28,143,2194.147955902,4516,2,20324,1681637,405796,39514,2532,223,193.88085,6404.388495802,58558,64395,129134,158156,283,188370,225959,24840,4016.3596899,481633,22,65.97,15.01,99.86,NA
2024-2025,Sep,31,UTTAR PRADESH,3122,ETAH,1684679,235.805851862437,28,107,1588.878731008,2782,8,13330,1021726,194180,22277,404,49,280.83203,4279.000459008,36236,39164,85597,106901,71,135432,165748,16112,2409.289698,349758,28,49.46,13.12,100.66,NA
2024-2025,Sep,31,UTTAR PRADESH,3130,HARDOI,4603996,243.025870583266,33,426,4880.110274401,21328,12,41461,4050589,1263971,100996,3850,422,691.18364,15415.273095401,121033,131783,241057,294275,780,409180,481490,62789,9843.979181,1385772,50,31.15,30.2,100.74,NA
2024-2025,Sep,31,UTTAR PRADESH,3134,FARRUKHABAD,1371906,239.080510167163,31,61,800.682895366,4400,18,14697,956314,211422,21881,12,1,230.64815,3317.691435366,30204,31489,76561,88082,144,109738,124070,19097,2286.36039,228365,32,61.38,19.79,100.04,NA
2024-2025,Sep,31,UTTAR PRADESH,3135,ETAWAH,2044359,244.698874864056,26,173,1314.520289143,2954,3,11991,800881,279107,38639,825,135,347.9546,3622.221685143,30253,32783,83492,103483,123,127003,151444,14945,1959.746796,231200,38,48.46,15.45,99.98,NA
2024-2025,Sep,31,UTTAR PRADESH,3140,LALITPUR,2706678,237.175316449908,39,176,2624.920153363,5735,0,22449,2821031,636398,59376,148367,17751,224.73791,9540.44726476299,71123,99180,136260,228951,2312,181409,293852,28184,6690.7892014,1197710,59,41.52,25.8,99.99,NA
2024-2025,Sep,31,UTTAR PRADESH,3145,PRAYAGRAJ,3711971,238.202269109224,30,460,3095.851674884,23073,1,35318,2952370,1360804,168051,1244,166,1120.3799,11248.843907384,95366,112654,245638,350497,1603,414917,562417,58391,7032.6123325,1415396,56,38.53,27.39,100.26,NA
2024-2025,Sep,31,UTTAR PRADESH,3149,AYODHYA,2692709,246.068688766681,31,85,2295.66531102,4605,20,19717,1859486,709464,77410,2829,300,465.2043,7336.48242902,58849,64281,142303,198209,312,227392,302509,24322,4575.612818,866847,28,37.8,50.39,100.68,NA
2024-2025,Sep,31,UTTAR PRADESH,3150,SULTANPUR,3936941,239.567591469854,37,433,5686.375384038,19642,6,36051,3844436,896360,68319,8616,488,573.30244,15469.700554838,102532,108680,207953,242965,467,292366,336639,55693,9210.0227308,1927572,66,26.12,22.78,100.08,NA
2024-2025,Sep,31,UTTAR PRADESH,3158,JAUNPUR,5880958,239.809647837431,36,673,5621.643688526,38727,20,45010,5911304,2001573,124029,279,14,1004.99794,20802.518933526,161380,166428,307796,336027,262,448222,485298,83737,14175.877305,3140879,60,28.15,31.94,100.05,NA
2024-2025,Sep,31,UTTAR PRADESH,3161,VARANASI,1068662,241.204695930902,26,157,2906.856657863,7337,0,14333,997076,354057,48966,6459,909,66.27728,5378.128071863,37432,45088,86015,132864,347,143874,206654,21670,2404.994134,507788,51,39.36,15.59,100.01,NA
