fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2022-2023,April,31,UTTAR PRADESH,3147,GONDA,291723,112.031480080188,15,24,0.7848,2898,392,23393,278843,76490,61193,325,222,0,313.17674,18180,18954,196976,226996,0,377263,534307,26291,312.39194,105899,32,44.58,38,102.68,NA
2022-2023,April,31,UTTAR PRADESH,3152,MAHARAJGANJ,723728,91.6231616176502,15,134,0,640,170,34212,712515,180893,88387,3685,2020,0,652.82877,46284,51426,264355,383865,1,358413,647849,34852,652.82877,317886,30,38.83,46,99.99,NA
2022-2023,April,31,UTTAR PRADESH,3154,GORAKHPUR,497408,140.448022945906,14,36,0,2878,145,33539,485141,177398,95838,462,342,0,681.370943,32438,34184,220099,271040,0,352038,547505,36417,681.370943,215284,55,47.28,36.59,98.76,NA
2022-2023,April,31,UTTAR PRADESH,3156,MAU,333173,82.4367268096729,14,48,0,3207,52,17525,325114,129526,82600,5154,3126,0,268.01334,22249,24098,181472,229594,0,267377,393251,20732,268.01334,167315,44,55.84,26.93,100.43,NA
2022-2023,April,31,UTTAR PRADESH,3158,JAUNPUR,668639,94.4272747576172,16,51,0,15797,256,50405,653718,270110,126201,361,5,0,617.288092,39778,40909,291543,319768,0,497554,708260,66202,617.288092,344827,45,63.41,33.11,100.52,NA
2022-2023,April,31,UTTAR PRADESH,3163,SONBHADRA,929679,136.783780120656,13,78,0,2144,10,36243,346772,121405,89664,99784,88352,0,474.32785,25276,30959,193026,296628,0,262503,623262,38387,474.32785,174098,70,87.09,68.97,101.67,NA
2022-2023,April,31,UTTAR PRADESH,3168,KANNAUJ,147316,92.9364524204069,13,31,0,408,94,14340,141815,48153,42095,0,0,0,131.79783,10490,11213,89817,115640,1,159030,258412,14748,131.79783,23655,37,57.5,50.28,104.55,NA
2022-2023,April,31,UTTAR PRADESH,3169,AURAIYA,122203,181.169580628121,13,10,0,282,90,15053,117366,52991,45531,348,359,0,212.63149,8985,9568,81275,102204,0,157238,229003,15335,212.63149,28520,32,43.47,43.51,113.22,NA
2022-2023,April,31,UTTAR PRADESH,3171,CHANDAULI,204221,98.456334628219,14,15,0,1226,181,28421,197186,67574,65298,1367,910,0,194.142108,13159,15706,131749,199606,0,214992,497294,29647,194.142108,69578,39,55.14,44.69,108.02,NA
2022-2023,April,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,168642,87.5217970393977,14,11,0,1171,144,18487,164426,68286,40411,427,355,0,143.90859,11268,12818,71394,98045,1,123879,300737,19658,143.90859,77583,61,69.82,51.66,123.61,NA
2022-2023,April,31,UTTAR PRADESH,3176,SHRAVASTI,138126,120.095891022114,15,18,0,778,50,11289,134486,40172,36930,1334,1136,0,161.51216,8634,9893,85528,121635,0,133059,241920,12067,161.51216,51982,41,66.39,52.13,100.05,NA
2022-2023,April,31,UTTAR PRADESH,3177,CHITRAKOOT,134874,115.311103178545,13,10,0,1040,43,16314,128864,65256,74322,21,23,0,148.5945,9416,11841,103578,169911,0,152831,316949,17354,148.5945,55703,62,36.8,22.31,113.65,NA
2022-2023,Dec,31,UTTAR PRADESH,3110,MORADABAD,3184946,202.379910868524,42,153,2408.486938449,7612,3,13196,3042023,620085,37900,2265,122,340.56818,8905.498554449,71285,83936,128026,173205,3575,190691,285501,20808,6156.443436,781565,27,80.94,83.42,101.34,NA
2022-2023,Dec,31,UTTAR PRADESH,3117,BULANDSHAHR,538910,207.865017449016,24,28,660.917119613,1551,51,8016,513496,92089,10835,510,54,43.94361,1772.239279613,21022,22215,46544,52567,375,78046,121578,9567,1067.37855,119307,13,72.57,81.35,105.87,NA
2022-2023,Dec,31,UTTAR PRADESH,3120,AGRA,3466673,204.905271229702,44,140,5723.579589984,9433,0,14573,3419113,1011209,52196,15638,794,385.74884,13115.271196284,77646,98451,119814,167097,7051,200127,292241,24006,7005.9427663,1165309,26,64.19,67.94,101.51,NA
2022-2023,Dec,31,UTTAR PRADESH,3132,LUCKNOW,1373049,204.770217518561,38,85,2829.691208145,4655,5,9993,1335886,884934,73148,3668,308,297.208,5862.395876145,34959,41140,80386,113381,2316,168138,311055,14648,2735.496668,390743,28,63.16,66.94,101.31,NA
2022-2023,Dec,31,UTTAR PRADESH,3133,RAE BARELI,4088680,200.02302282269,36,224,6842.769624411,19779,1,28668,3987260,2054303,167023,3049,236,662.79142,15480.999024211,109573,132788,227257,341215,4393,339780,547932,48447,7975.43797980001,1615677,38,56.75,67.65,100.84,NA
2022-2023,Dec,31,UTTAR PRADESH,3135,ETAWAH,2371452,205.118535360751,40,77,3072.496699448,9404,0,12704,2316707,853317,45123,2244,126,321.43097,8145.923136448,56706,63994,97714,119481,4047,156951,216829,22108,4751.995467,586582,28,56.69,71.74,101.18,NA
2022-2023,Dec,31,UTTAR PRADESH,3136,KANPUR DEHAT,1860214,208.285973144166,36,185,2024.471491042,9711,0,19990,1810035,766389,56113,1518,133,374.28144,6168.801945042,50172,58733,99387,132346,1558,163589,320356,29701,3770.049014,479041,42,63.15,70.31,104.94,NA
2022-2023,Dec,31,UTTAR PRADESH,3139,JHANSI,3759092,204.695245376234,55,194,4213.788596071,9856,0,16608,3723588,1197705,69843,31341,1653,354.0401,12189.836289471,66551,96897,123564,197056,10893,179651,323494,26464,7622.0075934,1398010,38,69.64,71.35,100.99,NA
2022-2023,Dec,31,UTTAR PRADESH,3142,BANDA,2643520,203.795995059153,40,41,5327.399160427,20410,2,18427,2563933,698009,68961,850,23,321.07599,10873.667920427,63025,87050,150733,248837,3866,270734,533748,38837,5225.19277,1176568,68,68.87,57.4,101.77,NA
2022-2023,Dec,31,UTTAR PRADESH,3144,PRATAPGARH,6366331,203.001553271607,46,138,4851.66656324,40347,55,41029,6212146,2541021,106241,18691,499,667.28879,18129.70822474,133972,145080,219083,250894,9929,390440,516095,81376,12610.7528715,2928850,50,61.02,77.97,107.12,NA
2022-2023,Dec,31,UTTAR PRADESH,3145,PRAYAGRAJ,5712383,207.153835516133,40,253,7060.186581388,41002,2,33207,5566552,2806035,192756,3041,174,902.5528,19494.065355388,138781,173974,279609,396143,9016,477067,733391,74209,11531.325974,2426250,64,62.4,53.72,102.99,NA
2022-2023,Dec,31,UTTAR PRADESH,3157,AZAMGARH,6228738,201.223260133723,39,193,8756.106651508,22347,3,36903,6052218,2242806,139944,13883,652,988.59864,21923.175661508,151574,162387,300313,348758,6321,514274,665166,59250,12178.47037,2700238,54,55.03,58.66,104.17,NA
2022-2023,Dec,31,UTTAR PRADESH,3166,HATHRAS,1355610,204.867522599343,36,33,926.686439039,2793,8,8256,1326366,447390,27036,1063,51,191.78409,3835.763693839,35907,42034,61559,80946,1908,97981,140776,11049,2717.2931648,249945,10,74.52,79.07,106.17,NA
2022-2023,Dec,31,UTTAR PRADESH,3168,KANNAUJ,2080210,205.283428757117,33,158,1942.640908703,5085,4,13849,2029508,644880,42515,16,0,302.61789,6411.502408003,59927,68508,91787,117807,2776,163753,222712,18934,4166.2436093,353183,32,76.9,76.53,105.43,NA
2022-2023,Dec,31,UTTAR PRADESH,3171,CHANDAULI,3748642,206.662187917265,42,229,4163.00062688299,12124,1,23001,3646509,1111481,65467,21303,927,452.7626,12151.718508883,86508,116889,132819,200840,2558,218328,391687,35125,7535.955282,1294385,36,66.92,65.55,107.92,NA
2022-2023,Dec,31,UTTAR PRADESH,3172,KUSHI NAGAR,5082119,203.874485131448,39,338,5427.569686394,19523,1,28955,4973551,1327894,83724,30200,1957,714.92246,16282.293640394,124401,148936,222668,302115,4930,420762,609840,48478,10139.801494,1908062,26,59.09,59.84,105.01,NA
2022-2023,Dec,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,1683774,206.686865638091,38,52,1951.083295513,10050,13,14218,1645965,692851,40990,6110,355,259.89387,5612.970633513,42652,53278,72810,99699,1563,127566,238965,24268,3401.993468,790514,60,76.89,72.03,107.64,NA
2022-2023,Dec,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,4324906,204.293377661278,40,118,5890.344484877,24852,0,29915,4245328,1612707,91066,12527,516,531.3595,15094.627948877,105592,124686,167420,223504,5169,284188,422895,54767,8672.923964,1850310,46,69.41,66.59,101.13,NA
2022-2023,Nov,31,UTTAR PRADESH,3115,MEERUT,875687,203.629890319075,47,22,353.710452991,997,9,5300,866787,377785,13751,6293,152,6.67113,2125.419000391,18172,20576,26031,30916,442,60017,83298,6297,1765.0374174,330997,13,59.59,83.09,107.86,NA
2022-2023,Nov,31,UTTAR PRADESH,3119,MATHURA,2378205,201.086286633699,39,66,2319.623978508,11586,16,13028,2318869,612722,41309,4252,275,149.24116,7131.792702508,59276,73806,97234,133509,1501,153731,263800,24614,4662.927564,854340,8,63.86,68.09,101.37,NA
2022-2023,Nov,31,UTTAR PRADESH,3120,AGRA,3215751,203.640977023694,41,133,4254.08962433,8542,0,14862,3170353,941200,52177,14478,793,268.07281,10978.30025863,75700,95767,119639,166847,5133,199541,300777,23404,6456.1378243,1076077,26,72.73,77.55,101.4,NA
2022-2023,Nov,31,UTTAR PRADESH,3122,ETAH,2296384,203.819573369108,43,68,2935.600742239,6354,3,12969,2248126,454313,24206,752,40,194.99502,7712.716584239,51646,57911,89556,112672,2656,160836,232379,19323,4582.120822,649465,27,72.2,72.94,103.07,NA
2022-2023,Nov,31,UTTAR PRADESH,3134,FARRUKHABAD,2279831,202.894579519355,45,84,2141.287493789,6304,6,15045,2240115,487598,23115,616,0,208.1719,6894.531303789,49253,52387,79200,90497,3747,117928,160712,21349,4545.07191,420270,33,81.57,81.91,103.3,NA
2022-2023,Nov,31,UTTAR PRADESH,3139,JHANSI,3514088,204.05643673494,54,181,3219.020318838,8895,0,16554,3443196,1109171,69799,28944,1653,235.35491,10480.438296238,63373,92166,123463,196914,9467,179228,351855,25449,7026.0630674,1297145,37,78.19,79.85,100.92,NA
2022-2023,Nov,31,UTTAR PRADESH,3147,GONDA,4750624,207.67785594777,41,133,2332.738670884,12833,8,26487,4395975,1154584,62653,4400,223,502.63896,11964.844258884,105075,113078,203570,234031,4998,390569,522424,39320,9129.466628,1729292,37,75.45,78.17,103.07,NA
2022-2023,Nov,31,UTTAR PRADESH,3150,SULTANPUR,5274147,206.137717243295,45,168,4832.073164512,22947,5,21631,5166385,1536996,67336,8714,338,402.89136,15884.832627512,113037,128323,182718,217753,9014,284418,453040,44578,10649.868103,2177579,48,54.61,57.3,101.35,NA
2022-2023,Nov,31,UTTAR PRADESH,3153,BASTI,9755769,208.278930903495,47,201,5986.713284236,21859,15,30242,9186673,2365160,103511,587,11,462.26094,25582.878534236,193699,221473,298611,377103,6320,480786,705388,52101,19133.90431,4528145,30,73.93,73.79,107.27,NA
2022-2023,Nov,31,UTTAR PRADESH,3157,AZAMGARH,5612374,200.197720499863,37,177,6666.938197229,19566,3,38426,5448212,2010238,139708,12578,651,670.69147,18244.825899229,144602,154540,299793,348181,4029,509860,689786,57992,10907.196232,2425385,54,57,60.5,104.01,NA
2022-2023,Nov,31,UTTAR PRADESH,3163,SONBHADRA,3197928,207.689222116957,33,309,3835.996559485,16218,2,36467,3512816,1151077,90955,1021743,88940,334.66513,11466.401914285,103463,140718,195161,299486,3701,268442,551105,52685,7295.7402248,1840874,70,89.11,84.64,101.2,NA
2022-2023,Nov,31,UTTAR PRADESH,3171,CHANDAULI,3692388,208.773945224574,40,227,2763.728743311,11553,1,22963,3437746,1057179,65454,20240,927,337.40851,10278.255204311,84469,113960,132790,200799,2119,218123,408576,34516,7177.117951,1227342,36,69.08,67.98,107.46,NA
2022-2023,Nov,31,UTTAR PRADESH,3172,KUSHI NAGAR,4512915,208.024509044819,37,305,4514.714338199,18672,1,27723,4290412,1158986,83673,25232,1955,493.57155,13933.394387199,115581,137577,222454,301851,3628,418026,619726,46395,8925.108499,1641942,24,59.27,60.65,105.45,NA
2022-2023,Aug,31,UTTAR PRADESH,3115,MEERUT,580797,181.432560157667,37,22,237.909163915,542,22,5117,573867,239647,13704,3402,152,4.8617,1283.952453915,15406,17383,25814,30665,29,59484,84423,5659,1041.18159,219154,13,52.24,82.17,105.94,NA
2022-2023,Aug,31,UTTAR PRADESH,3118,ALIGARH,2218659,198.287349471612,26,180,2247.600195338,10484,1,21283,2172929,567780,43712,2535,233,117.48218,6673.725695338,80686,90275,137744,167075,294,235062,334084,31767,4308.64332,499007,22,77.45,86.45,102.06,NA
2022-2023,Aug,31,UTTAR PRADESH,3130,HARDOI,4046653,194.449355032437,34,159,3350.754292468,13981,5,40615,3941361,1390144,117070,4702,419,388.11798,11402.823316468,115761,123276,266888,322172,718,473358,842437,54596,7663.951044,739144,26,59.19,65.37,105.52,NA
2022-2023,Aug,31,UTTAR PRADESH,3138,JALAUN,4286042,198.916702115363,41,348,6844.873249205,9522,1,25788,4230621,1391961,84429,253,9,203.81754,15464.102561405,102509,143123,158828,240734,1932,242074,521760,35310,8415.4117722,1546642,39,61.78,65.23,106.99,NA
2022-2023,Aug,31,UTTAR PRADESH,3149,AYODHYA,2701436,194.879089164967,33,92,2227.384253042,7751,0,18737,2651501,1082685,92587,3607,363,381.81169,7776.416941042,79008,89565,174065,239773,945,257383,398822,26488,5167.220998,1188664,38,69.8,71.09,100.43,NA
2022-2023,Aug,31,UTTAR PRADESH,3157,AZAMGARH,4120883,196.221350381756,31,156,4634.683694882,15190,10,39787,4009755,1496667,139433,8894,651,574.47351,13077.152612882,127332,135400,299062,347389,402,507798,725423,54977,7867.995408,1776786,56,64.71,68.92,103.75,NA
2022-2023,Aug,31,UTTAR PRADESH,3159,BALLIA,3596989,199.021748225957,35,145,2008.394516027,13676,9,32853,3606170,783850,56183,142335,9304,393.53361,9578.990704027,101783,114739,183869,230615,1266,368881,540474,46529,7177.062578,1492773,40,79.88,80.46,100.4,NA
2022-2023,Aug,31,UTTAR PRADESH,3160,GHAZIPUR,5021200,190.626327124312,31,191,2678.951648415,10788,1,37247,4967127,1248045,106739,47283,3526,322.91878,12470.522192115,157119,183472,290588,389438,891,454097,693097,48035,9468.6517637,2043537,50,68.62,65.98,132.08,NA
2022-2023,Aug,31,UTTAR PRADESH,3162,MIRZAPUR,2775242,202.211861391317,32,119,4584.55194913,15900,1,25905,2737866,1208724,125799,28340,3083,280.78556,10401.62731013,83072,109272,192289,289221,1100,319742,582651,41805,5536.289801,1295998,57,71.63,67.73,102.02,NA
2022-2023,Aug,31,UTTAR PRADESH,3169,AURAIYA,1082981,201.003722469685,30,38,1435.181977025,4459,1,12923,1058969,484553,45743,4246,360,163.61906,3727.368146825,34393,38187,81769,102791,226,158419,225345,17382,2128.5671098,252938,30,62.26,78.7,116.75,NA
2022-2023,Aug,31,UTTAR PRADESH,3170,KAUSHAMBI,1331935,198.181248457932,31,74,1673.840468991,8344,45,14734,1296960,662202,67649,762,74,106.33889,4350.510878991,41261,49820,97635,137746,391,135604,295510,23078,2570.33152,596284,63,75.31,77.14,100.3,NA
2022-2023,Aug,31,UTTAR PRADESH,3171,CHANDAULI,2965913,204.446806867807,36,207,2321.807152231,9516,3,23419,2934736,913047,65444,17406,927,289.60317,8611.384364231,80025,107481,132674,200666,1076,217840,433336,32935,5999.974042,1064493,36,77.18,76.78,107.22,NA
2022-2023,Aug,31,UTTAR PRADESH,3172,KUSHI NAGAR,3765733,214.012840689136,33,291,3617.147751387,14905,1,29374,3696515,1010539,83628,21368,1940,437.42358,11965.588089387,109398,129787,221887,301234,1592,416792,629432,44279,7911.016758,1423333,25,72.08,75.08,106.14,NA
2022-2023,Aug,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,3241575,197.874399810266,34,102,3834.668160969,17098,0,32398,3187617,1223697,90872,9419,516,295.63688,10437.783047969,93067,108563,166747,222761,1218,281083,476846,49496,6307.478007,1399879,47,83.27,78.79,101.18,NA
2022-2023,Aug,31,UTTAR PRADESH,3179,MAHOBA,689599,196.650640485232,35,13,1596.260552343,2654,1,11557,670195,184214,31719,732,113,109.04871,3023.252022343,18700,28079,56242,103023,653,78983,195900,14211,1317.94276,265321,52,78.05,74.53,100.99,NA
2022-2023,Aug,31,UTTAR PRADESH,3183,SHAMLI,271004,187.63118871706,32,8,149.146248369,1707,0,4019,268937,38077,4201,98,28,6.98821,660.744148369,8396,9553,21122,25638,56,51087,65346,5726,504.60969,76349,10,68.29,88.69,100.52,NA
2022-2023,Oct,31,UTTAR PRADESH,3112,SAHARANPUR,1418585,203.925611746124,25,116,1212.389716607,8394,3,15581,1337156,628477,80907,2581,277,142.68568,4081.878949607,52320,60612,106961,154274,822,167664,245235,23975,2726.803553,482439,26,65.99,79.03,103.94,NA
2022-2023,Oct,31,UTTAR PRADESH,3115,MEERUT,818405,197.153835388036,45,22,353.710452991,931,13,5233,791680,341338,13744,5101,152,6.67113,1921.209066991,17548,19850,26018,30901,274,59929,84319,6164,1560.827484,303003,13,58.88,83.93,107.43,NA
2022-2023,Oct,31,UTTAR PRADESH,3121,FIROZABAD,2535250,197.924096475877,36,87,2109.514904235,8886,6,14824,2427384,748079,29873,6559,104,147.26346,7061.156214235,65980,73037,86262,95348,1504,147724,237404,23710,4804.37785,877895,23,76.15,79.29,100.23,NA
2022-2023,Oct,31,UTTAR PRADESH,3122,ETAH,2140968,205.949671650119,40,53,2935.600742239,5949,3,12880,1978682,402778,24187,671,40,194.99502,7205.684844239,49090,54824,89427,112499,1573,160628,234123,18829,4075.089082,565409,27,75.48,76.65,103.26,NA
2022-2023,Oct,31,UTTAR PRADESH,3133,RAE BARELI,3465571,201.196066112823,32,198,5873.897677416,17309,1,27516,3237617,1673020,166873,2682,236,425.16318,12813.018897216,100338,120132,226991,340915,2169,339244,574474,44825,6513.95803980001,1315631,36,60.94,73.65,100.83,NA
2022-2023,Oct,31,UTTAR PRADESH,3143,FATEHPUR,3470205,204.220422134936,39,153,5298.988262876,15607,0,20364,3263601,1283010,88027,1551,78,438.62296,12402.550961876,83544,93295,168469,213176,2117,285017,451706,35971,6664.939739,1312451,56,63.1,75.52,101.04,NA
2022-2023,Oct,31,UTTAR PRADESH,3148,BARABANKI,5080042,208.169402274231,42,161,7720.613284199,13701,0,27577,4746307,2066151,145040,572,49,494.88052,18095.852716199,111041,131996,235507,319771,5446,382762,630663,41278,9880.358912,1586373,36,64.96,67.34,100.83,NA
2022-2023,Oct,31,UTTAR PRADESH,3155,DEORIA,3506380,209.96255888544,41,80,3666.236204377,13722,7,24734,3261842,774132,43255,112647,6084,443.22848,10958.111614377,79458,84295,148550,169506,2983,227972,317013,38456,6848.64693,1229198,30,75.9,76.15,99.97,NA
2022-2023,Oct,31,UTTAR PRADESH,3163,SONBHADRA,3006549,208.861275010524,32,302,3835.996559485,14110,2,37398,3263926,1080314,90926,938478,88929,334.66513,10987.739148485,100139,135781,195112,299414,2758,268219,573694,51508,6817.077459,1710870,70,90.34,85.49,101.23,NA
2022-2023,Oct,31,UTTAR PRADESH,3167,AMROHA,2631278,196.768169683296,36,165,1159.842563988,9630,1,11692,2510418,635803,44105,600,52,198.46896,6298.015073988,68470,82390,113592,158884,3554,160959,273615,21322,4939.70355,575961,15,84.78,87.98,101.61,NA
2022-2023,Oct,31,UTTAR PRADESH,3168,KANNAUJ,1904898,202.174905674419,31,153,1017.682256561,4431,5,13249,1773750,563479,42508,16,0,195.98502,4799.744665961,57162,65015,91761,117777,1647,163416,236583,17680,3586.0773894,305938,32,82.44,85.02,105.49,NA
2022-2023,Oct,31,UTTAR PRADESH,3176,SHRAVASTI,1918450,209.26367050442,39,110,1197.564684543,4455,0,10755,1758494,511389,37268,12403,1157,139.93641,5017.390184543,44657,55464,87796,124285,1074,136912,226655,15210,3679.88909,654509,38,75.55,79.22,103.73,NA
2022-2023,Oct,31,UTTAR PRADESH,3182,HAPUR,149515,177.204735618265,31,10,2.5578718,152,0,1547,155249,61872,4655,0,4,3.57227,281.2387218,4994,5380,9750,10775,36,20209,24408,1699,275.10858,53555,16,35.36,61.68,105.75,NA
2022-2023,Oct,31,UTTAR PRADESH,3183,SHAMLI,391717,201.748806982541,38,8,149.755848369,2107,0,3852,379919,52568,4230,198,28,7.83382,924.071718369,9764,11198,21306,25854,366,51526,65283,5959,766.48205,109375,11,70.61,88.76,100.7,NA
2022-2023,March,31,UTTAR PRADESH,3111,RAMPUR,3606069,211.466907253809,46,165,5069.16176220099,9200,3,17303,3630327,721728,35929,1806,58,550.41825,13296.520242301,78492,87999,115741,141447,3772,176661,213838,26503,7676.9402301,740323,30,46.18,47.53,104.91,NA
2022-2023,March,31,UTTAR PRADESH,3112,SAHARANPUR,1954671,212.102217645877,33,135,2230.544829746,10629,3,16567,2025391,949205,81079,4055,280,331.29724,6857.741296746,61138,72765,107349,154865,2681,168880,231964,27196,4295.899227,750084,29,56.74,63.87,104.68,NA
2022-2023,March,31,UTTAR PRADESH,3117,BULANDSHAHR,594246,206.617382156005,26,31,801.970280613,2922,28,8128,599776,109837,10905,606,54,56.03189,2097.243640613,23050,24540,46969,53062,464,80024,90027,11050,1239.24147,155836,24,72.42,74.32,110.14,NA
2022-2023,March,31,UTTAR PRADESH,3124,BUDAUN,3984779,209.846202369813,41,382,4316.497110254,11019,2,26542,3769327,714539,39925,2321,169,842.50694,13068.793614654,91134,101393,153869,185328,4606,251725,290371,37561,7909.7895644,839170,37,65.9,68.43,100.55,NA
2022-2023,March,31,UTTAR PRADESH,3133,RAE BARELI,4756531,209.659376786928,39,275,9330.119985876,23946,1,33572,4896672,2449208,167141,3429,237,890.39898,20486.850964376,122933,152607,227532,341540,6213,341070,496299,57518,10266.3319985,2023784,46,51.69,57.07,106.28,NA
2022-2023,March,31,UTTAR PRADESH,3134,FARRUKHABAD,2691315,212.779683451099,48,89,3744.338189047,9030,6,15295,2663917,569255,23120,630,0,414.00013,9826.612479047,54537,58225,79394,90701,5112,118501,135125,24325,5668.27416,526243,40,76.88,75.59,107.96,NA
2022-2023,March,31,UTTAR PRADESH,3135,ETAWAH,2697645,212.766650833354,44,97,4113.799807362,10731,0,13569,2707372,995047,45167,2730,126,450.3775,10324.562037362,61353,69641,97819,119598,5299,157603,199505,24300,5760.38473,692984,34,53.45,67.31,102.07,NA
2022-2023,March,31,UTTAR PRADESH,3142,BANDA,2876110,211.883185783491,40,54,7194.045503072,22513,2,33916,2907718,765459,68965,905,23,447.75496,13802.765995072,71888,98207,150785,248896,4887,271588,426466,56429,6160.965532,1350199,78,67.66,54.57,102.22,NA
2022-2023,March,31,UTTAR PRADESH,3146,BAHRAICH,9616861,213.019428391631,54,187,20490.446477825,42600,8,46652,9474144,2054662,80442,60732,2114,1466.985,42139.198871625,173051,206164,261997,331529,25359,446877,567864,89252,20181.7673938,3911949,56,54.83,60.16,100.97,NA
2022-2023,March,31,UTTAR PRADESH,3147,GONDA,5306111,212.227415923897,44,144,5408.428434232,15924,3,34209,5229637,1371885,62926,5196,223,895.70879,17402.860691532,117446,127070,204409,234923,7029,395207,455848,50133,11098.7234673,2101606,49,67.88,66.92,105.66,NA
2022-2023,March,31,UTTAR PRADESH,3156,MAU,4775561,210.171687289538,42,330,6514.062420699,17389,5,20508,4757986,1674525,82991,71609,3145,720.52188,17234.523757899,111276,127568,182461,230837,5944,271349,340678,37897,9999.9394572,2408195,46,59.36,57.65,102.16,NA
2022-2023,March,31,UTTAR PRADESH,3163,SONBHADRA,4286967,210.047603624907,37,362,7600.851747786,21911,2,43890,4382899,1436975,91011,1301708,88976,638.14977,17445.175836586,117239,161491,195337,299728,8488,271506,428248,65801,9206.1743188,2296871,75,80.96,73.56,104.95,NA
2022-2023,March,31,UTTAR PRADESH,3165,BAGHPAT,61503,219.959525186218,27,1,18.79839017,200,3,1779,58802,19180,2215,51,13,4.68908,152.82807017,2127,2367,5560,7137,32,27616,34350,1979,129.3406,14641,10,45.23,70.7,112.96,NA
2022-2023,March,31,UTTAR PRADESH,3169,AURAIYA,1946005,215.536845396711,42,46,3445.045318347,7052,0,13269,1952908,881827,45906,7294,360,385.57258,8039.854195047,45614,51558,82203,103336,2017,160039,213964,20321,4209.2362967,475797,30,47.77,58.1,116.39,NA
2022-2023,March,31,UTTAR PRADESH,3175,BALRAMPUR,4349601,211.481486341794,48,113,5485.147371457,20439,1,16799,4468925,1138367,39702,68089,2885,815.01668,15751.113064957,92319,103275,130343,156056,6776,214701,257992,37238,9450.9490135,1724739,47,59.73,57.36,103.15,NA
2022-2023,Feb,31,UTTAR PRADESH,3112,SAHARANPUR,1890647,204.925767670597,31,133,1601.305937657,9712,3,17031,1908566,899642,81068,3695,280,267.31951,5779.768974657,59759,70669,107333,154841,2293,168641,238482,26743,3911.143527,702386,28,60.35,69.56,104.87,NA
2022-2023,Feb,31,UTTAR PRADESH,3116,GHAZIABAD,138,387.521917808219,11,0,0,10,140,24,730,187,8,0,0,0,2.82891,64,78,32,40,0,17259,26188,34,2.82891,317,29,46.63,43.64,100,NA
2022-2023,Feb,31,UTTAR PRADESH,3120,AGRA,3693060,206.993357720673,45,153,5823.121778084,10536,0,15944,3647111,1073695,52300,16360,794,385.74884,13758.148136784,80218,101902,120098,167462,7742,201577,283710,26480,7549.2775187,1250374,32,58.38,61.52,103.13,NA
2022-2023,Feb,31,UTTAR PRADESH,3124,BUDAUN,3809777,209.48302410036,41,374,3411.489896336,8852,2,24912,3668410,689094,39921,2191,169,575.08109,11671.267190736,88462,97888,153848,185300,4486,251204,348225,33764,7684.6962044,804438,31,68.76,72.43,100.51,NA
2022-2023,Feb,31,UTTAR PRADESH,3131,UNNAO,3744778,207.457828654747,44,203,2805.529006152,7790,1,24473,3735067,1405234,85672,4424,396,570.98148,11125.199383152,83044,93690,174456,219884,5836,270801,347410,32263,7748.688897,1165188,41,71.42,75.03,102.04,NA
2022-2023,Feb,31,UTTAR PRADESH,3139,JHANSI,3972752,204.680461254901,56,211,4398.813487616,10803,0,16893,3964966,1275577,69915,34218,1653,354.0401,12868.364285016,69572,101266,123760,197341,11412,180354,311136,27696,8115.5106974,1488035,40,63.08,64.75,103.25,NA
2022-2023,Feb,31,UTTAR PRADESH,3141,HAMIRPUR,3684667,203.029894195389,52,106,5137.22333345901,9774,0,17171,3790194,804573,47363,955,51,264.5335,13096.983701459,71623,104514,119332,195766,7851,172592,314096,26945,7695.226868,1523979,59,64.72,75.74,107.48,NA
2022-2023,Feb,31,UTTAR PRADESH,3146,BAHRAICH,9183335,207.522695480903,54,182,18056.832646355,38947,8,44017,9153068,1990286,80436,60436,2114,1117.81771,38169.343789155,167690,199632,261948,331469,23864,446454,607021,82964,18994.6934328,3765027,53,54.36,59.95,101,NA
2022-2023,Feb,31,UTTAR PRADESH,3152,MAHARAJGANJ,7566714,210.447267791402,45,547,7045.836299305,16885,0,30547,7508669,1720466,88574,37071,2034,605.48279,23453.107847305,165367,203184,265868,385723,12997,371812,556845,47432,15801.788758,3447049,30,60.89,68.05,102.14,NA
